Gene	Hits	Length
LMNB1	2	60398
ANKRD20A19P	4	42032
SERTM1	1	23927
LINC00547	0	16597
LINC00548	0	25994
ATP11AUN	1	37454
LINC03033	7	84174
PLEKHD1	0	43745
FOXN3-AS1	0	2440
LINC00642	0	3676
HERC2P2	5	95995
LINC02694	0	3441
LINC02915	0	4164
LMO1	0	44332
ST20	0	24915
LETR1	3	47811
LMO2	2	33714
BCAR4	0	8998
KNOP1	0	11819
NSMCE1-DT	2	22264
FENDRR	0	34336
LINC02138	0	2765
C17orf97	1	4340
MED11	0	2174
KRT16P2	0	2351
KCNJ2-AS1	0	2442
LINC00511	0	42432
LINC02092	0	13974
TEX19	0	4530
LINC00668	1	10374
LINC01538	3	46973
LINC02864	7	113258
ZNF407-AS1	0	6062
ZNF516-DT	0	2569
PRSS57	0	9916
VMAC	0	5412
DPY19L3-DT	1	15490
LINC01801	0	16716
LGALS17A	0	7000
PRICKLE3	0	10871
SIGLEC16	0	6165
ZNF473CR	0	16116
ZNF880	0	20428
ZNF772	0	7985
PRAMEF4	0	6993
SH2D5	0	13106
NCMAP	4	53252
LINC01144	0	1710
C1orf141	3	42796
GBP1P1	1	17256
LRRC8C-DT	0	8046
MIR137HG	9	61694
C1orf226	0	7913
LRRC52-AS1	4	105263
C1orf220	0	6094
LMO7	12	239437
DEFB132	1	3360
C20orf202	0	4821
LINC01721	3	24822
LINC00114	2	34523
LRRC74B	0	18209
LMX1A	4	154849
TPTEP2	7	96066
MIRLET7BHG	0	60083
LINC00898	0	10527
IL17REL	2	18114
LOC400940	1	6255
LINC00487	1	41143
LINC00954	0	16194
LINC02898	0	18436
LINC01121	5	80601
EML6	9	247008
REL-DT	0	33555
LINC02245	2	30608
PCBP1-AS1	5	124753
SLC20A1-DT	0	2351
PHOX2A	1	5100
LMX1B	2	86590
TEX41	31	408758
FSIP2	5	94662
ASB18	6	69474
LINC01940	0	6968
IQCF3	0	3985
C3orf85	0	13391
FOXL2NB	0	6755
C3orf80	0	2578
LINC01994	6	39393
FLJ42393	0	2266
ATP13A3-DT	1	31140
LINC00885	0	18255
DTHD1	7	63171
LOC401127	0	1649
LINC02232	7	90220
SYT14P1	0	2688
TMPRSS11BNL	1	29557
PRR27	3	14534
AMTN	1	14162
LINC01061	0	5138
C4orf3	0	8027
LINC02145	1	26852
LINC02111	0	8405
LNPEP	4	93770
C5orf63	2	30935
LINC01011	0	3205
HTATSF1P2	0	4616
STMND1	1	29115
CASC15	30	549732
LINC00336	1	7233
RAB44	3	35333
CRIP3	1	3320
TRAM2-AS1	1	6792
KLHL31	0	17808
DKFZp451B082	0	8692
TCP10L2	2	12316
LINC00242	1	10036
VWA5A	4	31508
ZNF815P	1	31276
GARS1-DT	3	78494
LOC401324	5	62621
LINC02902	0	6405
LINC01446	18	156423
GTF2IRD2P1	0	28757
LRRD1	1	37889
NA	3	21898
SMIM30	0	1865
PRRT4	2	11361
RAB19	0	22208
OR2A7	0	933
ATP6V0E2-AS1	0	6169
USP17L1	0	1593
RBIS	1	6356
SAMD12	29	432540
LINC01235	1	24950
HACD4	1	28013
TMEM215	0	5703
LOX	2	15166
TOMM5	0	9994
FAM74A1	1	7041
FAM74A4	1	7114
LINC02872	0	11083
CENPP	14	289697
C9orf152	1	8568
SNX30	5	124134
WDR38	0	4475
LINC02908	0	9319
FAM166A	0	4186
ZNF674-AS1	0	2986
LOXL1	0	25690
SLC25A53	3	57811
SERTM2	0	10738
GOLGA7B	0	21341
OR51T1	0	1065
OR51A4	0	942
OR51A2	0	942
LOXL2	3	107313
FIGNL2	0	14026
LPA	5	134893
ZNF833P	3	46794
RNF223	0	2562
NA	0	3497
LDLRAD2	1	12957
NA	0	20814
ZNF847P	0	676
OR2T2	0	975
OR2T5	0	948
OR14I1	0	936
ARL2	0	8073
SRRD	0	8059
VWC2L	16	164193
OR5K2	0	951
CFAP99	0	43990
RPL21P44	0	1784
LPL	0	28189
XKRX	1	15468
LINC01000	1	19758
LPO	1	30093
KPNA7	0	33893
SPACDR	0	7657
LPP	46	736798
UFSP1	0	996
IFITM10	0	18185
CSMD2-AS1	1	16503
ARL3	5	40707
OR2T27	0	954
OR2T35	0	972
OR4A47	0	930
OR4C45	0	7100
OR5H14	0	933
OR5H15	0	942
OR5K3	0	966
OR5K4	1	966
OR6C65	0	939
OR6C68	0	939
PLPP6	0	2979
CIBAR1P2	0	2455
LRCH4	0	12143
LRP2	25	235504
LRP4	3	61906
LRP6	5	150851
HAPLN4	0	17623
CUEDC1	0	94081
LRP5	2	136636
WDFY3-AS2	3	40198
SPINK6	4	12344
CTXN1	0	1671
TEX56P	2	51560
HOXB-AS3	0	15952
YY2	0	2741
LRPAP1	0	28901
LSAMP	51	643176
C16orf74	1	43566
SCGB1D4	0	2783
LINC01194	13	230327
CACTIN-AS1	0	6684
LSS	1	40379
ANKHD1-EIF4EBP3	6	147765
NPSR1-AS1	43	525071
LTA4H	2	42768
CYP4F3	3	19864
LTBP1	25	452207
LTBP2	3	114149
LTBP3	0	20224
LTBR	0	16204
LTC4S	0	2528
LTF	1	49229
DUOXA2	0	3779
ERVFRD-1	0	9350
LTK	0	10246
BCAM	0	12363
LUM	0	8311
LY6E	0	3926
LY6H	0	2723
LY9	0	32182
CD180	0	14514
LY75	10	101400
LYL1	0	4133
LYN	5	132621
MIRLET7A1	0	80
MIRLET7A2	0	72
MIRLET7A3	0	74
MIRLET7C	0	84
MIRLET7D	0	87
MIRLET7E	0	79
MIRLET7F1	0	87
MIRLET7F2	0	83
MIRLET7G	0	84
MIRLET7I	0	84
MIR100	0	80
MIR101-1	0	75
MIR101-2	0	79
MIR103A1	0	78
MIR103A2	0	78
MIR105-2	0	81
MIR106A	0	81
LYZ	0	5880
MIR106B	0	82
MIR107	0	81
MIR10A	0	110
MIR10B	0	110
MIR1-1	0	71
MIR1-2	0	85
MIR122	0	85
MIR124-2	0	109
MIR124-3	0	87
MIR125A	0	86
MIR125B1	0	88
MIR125B2	0	89
MIR126	0	85
MIR127	0	97
MIR128-1	0	82
MIR130A	0	89
MIR130B	0	82
MIR132	0	101
MIR133A2	0	102
MIR135A2	0	100
MIR136	0	82
MIR137	0	102
MIR138-1	0	99
MIR138-2	0	84
MIR139	0	68
MIR140	0	100
MIR141	0	95
MIR144	0	86
MIR146A	0	99
MIR147A	0	72
MIR148A	0	68
MIR149	0	89
MIR150	0	84
MIR152	0	87
MIR153-1	0	90
MIR153-2	0	87
MIR155	0	65
MIR15B	0	98
MIR16-1	0	229
MIR181A2	0	110
MIR181B1	0	110
MIR181B2	0	89
MIR181C	0	110
MIR182	0	110
MIR183	0	110
MIR184	0	84
MIR185	0	82
MIR186	0	86
MIR187	0	109
MIR188	0	86
MIR190A	0	85
MIR191	0	92
MIR193A	0	88
MIR194-1	0	85
MIR194-2	0	85
MIR196A1	0	70
MIR197	0	75
MIR198	0	62
MIR199A1	0	71
MIR199B	0	110
MIR19B1	0	787
MIR19B2	0	96
MIR200A	0	90
MIR200B	0	95
MIR200C	0	68
MIR203A	0	110
MIR204	0	110
MIR205	0	110
MIR206	0	86
MIR208A	0	71
MIR21	0	72
MIR210	0	110
MIR211	0	110
MIR212	0	110
MIR181A1	0	110
MIR215	0	110
MIR216A	0	110
ARR3	0	13506
TACSTD2	0	2072
MIR218-1	0	110
MIR22	0	85
MIR221	0	110
MIR222	0	110
MIR223	0	110
MIR23B	0	881
MIR26A2	0	84
MIR26B	0	77
MIR29A	0	64
MIR296	0	80
MIR299	0	63
MIR29B1	0	81
MIR29C	0	672
MIR301A	0	86
MIR30A	0	71
MIR30C1	0	89
MIR30D	0	70
MIR30E	0	92
MIR31	0	71
MIR32	0	70
MIR320A	0	82
MIR33A	0	69
MIR34A	0	110
MIR34B	0	84
MIR34C	0	77
MIR7-1	0	110
MIR7-2	0	110
MIR7-3	0	110
MIR9-1	0	89
MIR9-2	0	87
MIR92A2	0	75
MIR93	0	80
MIR9-3	0	90
MIR98	0	119
MIR99A	0	81
MIR99B	0	70
TM4SF1	0	8764
EPCAM	0	17881
CAPRIN1	1	50928
LOC407835	0	1726
MIR17HG	0	6756
TNFSF12-TNFSF13	0	12551
ARRB1	3	91710
CDRT15P3	0	6701
NOMO3	2	62280
SPINK14	2	6853
MARCKS	0	6126
FNDC9	1	4123
MXD1	1	27904
MAD2L1	0	7435
SMAD2	9	98052
SMAD3	7	129339
ARRB2	0	11007
SMAD5	3	49887
SMAD6	7	79664
SMAD7	2	30859
SMAD9	5	75442
MAF	0	6878
MAFG	0	9443
MAG	0	37145
ASIC1	3	25986
ARSA	0	5420
MAGEA1	0	4595
MAGEA4	0	12647
MAGEA5P	0	3891
MAGEA6	0	3570
MAGEA8	0	4669
MAGEA10	0	5268
ARSB	11	209321
MAGEA11	1	29026
MAGEA12	0	3892
MAGEB1	0	8308
MAGEB2	0	4532
MAGEB3	1	7058
MAGEB4	0	2252
MAGOH	0	11719
MAK	2	75833
STS	8	207390
MAN2A2	1	19250
MAN2C1	1	12836
MAN2A1	17	178274
MAN2B1	0	20270
MAOB	5	115865
MAP1A	1	14013
MAP1B	1	102280
MAP2	18	310064
MAP4	15	238590
MARK1	7	136232
ARSD	2	25406
TBC1D3B	0	10928
TBC1D3C	0	10948
DNAJB3	0	1266
CCL3L3	7	103449
MARS1	0	30258
ACBD7	1	73705
C10orf62	0	1242
AGAP6	0	22182
ZNF32-AS1	0	1176
ZNF32-AS2	0	2078
GLUD1P2	113	2193416
C10orf55	0	12809
SHLD2P1	6	41505
LINC00595	6	132418
DNAJC9-AS1	2	29618
LINC00619	0	5317
MAT1A	1	17859
DDI1	0	2615
LINC02913	0	1588
IDNK	3	21082
LCN10	0	10362
LINC00229	0	19092
MAT2A	1	6303
MATK	0	23844
MATN1	0	12309
MATN3	2	20643
BLID	0	862
MAX	4	96595
DENND6B	0	15098
C8orf82	0	2856
LINC00593	0	7734
MGC34796	1	1887
ARSL	1	33614
MAZ	0	5088
MB	0	16591
PIM3	0	3578
MBD1	0	14893
MBL2	0	6321
MBNL1	10	197741
MC1R	0	3099
MC2R	1	33493
MC3R	0	1084
ARSF	6	72496
MC4R	1	1438
MC5R	0	1319
MCAM	1	8607
CHST6	1	21905
MCF2	10	126452
ART1	0	19286
MCM2	0	24079
MCM5	0	24380
MCM6	2	36852
CD46	2	43479
SMCP	0	6726
MDFI	0	15788
DNAJB9	0	5106
MDH2	0	18538
MDM2	2	37350
MDM4	11	192155
ME1	10	220829
ART4	0	14169
ME2	1	70731
MEA1	3	33579
MECP2	3	75925
MEF2A	10	150497
BORCS8-MEF2B	1	47025
MEF2C	20	185865
MEF2D	0	37122
ARVCF	1	46908
MEFV	0	14600
MEIS1	10	137360
MEIS2	17	210279
MEIS3P1	0	2856
MAP3K1	7	81079
MAP3K3	3	73896
MAP3K4	6	125596
MAP3K5	12	235470
MEN1	0	7781
MEOX1	1	21505
MEOX2	8	75472
MEP1A	5	46426
MEP1B	1	30380
MEST	0	20123
MET	9	125982
MFAP2	0	7083
MFAP3	4	18496
MFAP4	0	3778
MELTF	0	28076
MFNG	0	17378
SCGB2A1	0	5272
MGAT2	0	2711
MGAT3	2	34875
MGAT5	11	200363
SCGB2A2	1	2999
VCX3B	0	1681
MIA2	4	85922
KITLG	9	87681
MGMT	5	300330
MGP	0	4739
MGST1	1	30048
MGST2	4	74978
MGST3	1	25263
CIITA	3	47786
ASAH1	3	28583
MID1	31	438460
CXCL9	0	6019
MIP	0	19665
MIPEP	8	159260
MITF	17	228903
MKI67	1	29544
MKLN1	25	386544
MLF1	5	35297
MLH1	4	72540
MAP3K9	1	81035
MAP3K10	0	23832
MLN	0	9345
MAP3K11	0	16495
KMT2A	6	90335
MLLT1	1	69568
AFF1	13	206053
ACHE	0	6925
ASCL2	0	2455
MLLT3	22	277547
AFDN	10	145030
MLLT6	0	24184
FOXO4	0	7386
NR3C2	23	363758
TRPM1	13	160213
MME	14	159606
MMP1	1	8326
MMP2	0	27506
MMP3	0	7815
MMP7	5	10240
MMP8	1	13160
ASTL	0	14587
LHX8	0	33100
MMP9	0	7654
MMP10	0	10127
ASGR1	0	6133
MMP12	1	12301
MMP13	0	12743
MMP14	1	11011
ATP5F1EP2	0	368
MMP15	0	21523
MMP16	30	290258
MMP17	0	23376
MMP19	0	7554
ALDH6A1	1	24325
ASGR2	0	13652
MNAT1	11	233940
MNDA	1	18103
MOBP	2	61925
MOCS2	0	11704
ASIP	1	8978
MOS	0	1041
MOV10	5	26321
ASL	1	17554
MPG	0	8833
MPP1	2	26844
MPP2	2	34342
MPST	0	10181
ABCC1	6	193497
KLK14	0	6751
KLK12	0	5801
MXRA7	1	35248
THAP7-AS1	0	8453
FER1L6-AS1	4	56646
PRKCQ-AS1	0	4937
CELF2-AS2	1	33946
SHLD2P3	6	41519
IFIT1B	0	7150
ASNS	0	20426
KRTAP5-2	0	1118
KRTAP5-6	0	561
TMEM41B	0	34115
LINC02709	0	4764
PAX6-AS1	1	70474
GRM5P1	26	251890
TRIM51HP	0	4530
SLC22A20P	0	28918
KRTAP5-7	0	898
KRTAP5-11	0	1021
PRDM10-DT	0	2863
IQSEC3	6	111577
DDX12P	1	30482
SMCO3	0	9533
FLJ12825	1	63981
PLEKHG7	2	35604
LINC02372	0	5197
LINC00544	0	13958
OR11H12	0	981
RNASE13	0	1966
LINC02893	1	33676
CCDC196	2	12163
CCDC88C	4	146522
CXADRP3	2	20752
NF1P2	34	1023782
GOLGA6L22	0	9708
HERC2P9	1	33844
WHAMMP2	4	41557
GOLGA8B	2	10739
EIF2AK4	8	101451
UBL7-DT	1	20028
GOLGA6L9	21	396217
DNM1P41	0	4444
LOC440300	1	17426
TTLL13	0	22680
LOC440311	0	1702
SMIM22	0	8095
SNX29P2	5	115522
SMG1P2	26	827973
CDIPTOSP	0	4371
YBX3P1	0	1758
NA	0	1266
CTRB2	0	3079
TBC1D3P5	1	13934
SUZ12P1	2	60443
NPEPPSP1	2	76983
GPR179	0	18201
ARHGAP27P2	0	1643
BAIAP2-DT	0	5587
ANKRD20A5P	5	47954
HSBP1L1	0	6241
CLEC4GP1	0	3529
ZNF506	1	35910
GOLGA2P9	0	7294
ZNF724	1	26566
PSG8	0	12993
PRDM16-DT	0	8109
PRAMEF11	0	6797
PRAMEF6	1	9105
HNRNPCL2	0	1367
UQCRHL	0	538
MICOS10	0	32845
SLC2A1-DT	2	24310
FAM183A	1	8474
ZYG11A	3	52065
LINC01761	0	4620
RBM15-AS1	1	52795
BCL2L15	0	10734
H2BC18	2	29684
ETV3L	0	7766
LRRC52	3	19708
LOC440700	0	11213
LINC01720	14	176769
RHEX	2	49355
TRIM67	2	58641
MAP1LC3C	0	3594
LINC00851	0	2435
MIAT	2	18995
SHISA8	1	5114
ODF3B	0	2171
CAPN14	4	60803
ACTR3BP2	0	1338
LINC03025	0	18666
FAR2P1	2	25133
LOC440910	1	20530
LINC01124	0	2129
H3P6	0	8026
THUMPD3-AS1	1	47802
EIF1B-AS1	6	136552
TMEM89	0	915
IQCF6	0	627
SMIM4	0	3966
LINC00971	18	231171
CPEB2-DT	10	92085
MTHFD2L	19	188919
LINC02483	1	8491
TMEM150C	3	77907
GUSBP5	0	1989
C4orf47	2	20277
DUX4L4	0	1460
LINC01667	6	39213
MARCHF11	6	112424
LOC441081	0	5287
CRSP8P	0	1362
NR2F1-AS1	13	171939
IRF1-AS1	5	76085
LINC01951	8	76650
TMEM151B	0	37487
ZC3H11C	1	4194
OOEP	2	26537
CALHM6	0	2402
NHSL1-AS1	1	5621
LINC02981	7	100256
ZNRF2P1	0	2034
RP9P	2	26356
ZNF716	1	23383
LINC03006	4	123874
TYW1B	10	275085
SPDYE7P	0	6338
SPDYE3	0	14495
AKR1B15	0	30744
CTAGE15	0	2587
PDGFA-DT	0	4842
FAM90A7	0	18261
FAM90A10	0	1730
MIR2052HG	17	158487
FLJ46284	5	73099
FLJ42969	0	24198
AARD	0	5776
LRRC24	0	4656
LINC01239	12	178014
SUGT1P1	1	6630
AQP7P3	3	34986
PTMAP11	0	1381
LOC441455	0	1647
STPG3	0	2223
NRARP	0	2621
FTHL18P	0	913
LINC00891	0	6211
RTL8B	0	2033
PGAM4	0	1678
CDNF	2	19324
FRG2B	0	1697
SEPTIN7P11	0	18635
OR5B3	0	945
TSPAN11	3	70176
OR9K2	0	1008
LOC441666	0	36180
OR4Q3	0	942
OR4M1	0	942
TEX21P	0	2139
PRKXP1	0	11532
WBP11P1	0	2972
TARM1	0	11434
ANKRD65	0	3025
PGBP	0	5333
OR10J3	0	990
OR2W5P	0	1342
OR13G1	0	924
ZFAS1	2	11081
LOC442028	4	78666
SULT1C3	1	18157
GALNTL6	87	1226984
LOC442132	0	7341
ATP6V0CP3	0	619
PTCHD4	19	233180
GSTM2P1	0	1136
RFPL4B	0	3967
OR2A2	0	957
PTGER4P2-CDK2AP2P2	0	6558
FOXB2	0	1299
FAM47C	0	3308
XRCC6P5	32	478242
LOC442497	0	3455
DPY19L2P4	1	6201
DPY19L2P3	2	24919
STAG3L3	1	37802
STAG3L2	1	8469
SPDYE5	0	9330
EIF3IP1	0	987
PRY2	1	24252
MIR133B	0	119
MIR324	0	83
MIR328	0	75
MIR330	0	94
MIR335	0	94
MIR338	0	67
MIR339	0	94
MIR340	0	95
MIR345	0	98
MIR346	0	95
MIR376C	0	66
MIR369	0	70
MIR372	0	282
MIR373	0	69
MIR374A	0	72
MIR196B	0	84
ASPA	4	25297
MYO1B	15	180009
CITED1	0	5550
MSH2	14	276305
MSH3	12	222168
MSH4	6	116368
ASPH	15	214085
MSI1	2	27851
ASS1	4	56568
SULT1A4	0	5102
TARP	5	78409
TRIM6-TRIM34	2	47761
FAM120A2P	0	28216
PALM2AKAP2	17	392215
MSMB	0	12966
MSN	3	74283
MSRA	17	374572
MST1R	0	16871
MSX1	0	4269
MSX2	0	6328
LCE6A	0	1130
MT1A	1	31522
MT1F	0	1361
DEFA8P	0	874
DEFA10P	0	973
MT1G	0	1325
GGNBP1	0	5328
MT1H	0	1316
MT1JP	0	1348
MT1M	1	16526
MT1L	0	1358
MT1X	0	1727
MT2A	0	932
MT3	0	1734
MTAP	14	226959
MTCP1	0	7239
MTF1	2	50054
NUDT1	0	8924
MTHFD1	2	71967
MTHFR	1	20374
MTIF2	2	32629
MTM1	4	104570
MYO1F	4	56658
MTNR1A	2	21729
MTNR1B	0	13160
MTTP	5	59915
MTR	2	108701
MTRR	1	32019
MTX1	0	5135
MUC1	0	4407
MUC2	0	29543
MUC4	2	65207
MUC6	0	23883
MUC7	4	52506
TRIM37	6	124267
MUSK	8	132228
MMUT	1	32969
MUTYH	0	11229
MVD	0	11148
MVK	0	23572
MX1	0	38622
ASTN1	16	307584
MX2	1	46920
MXI1	3	79761
MYB	3	37859
MYBPC2	0	33424
MYBPC3	1	21297
MYBPH	0	8004
MYC	0	5916
MYD88	0	4544
GADD45B	0	2135
MYF6	0	1849
MYH1	2	26233
MYH2	2	28553
MYH3	1	28784
MYH4	1	26269
MYH6	1	26288
MYH7	0	22924
MYH11	6	153896
ZFHX3	6	275749
MYL1	2	25028
MYL2	0	9781
MYL3	1	5617
MYL4	0	14618
MYL5	0	8449
MYL6	0	3322
MYLK	15	272007
MYO1C	0	28522
MYO1D	22	384275
MYO1E	8	236904
MYO5A	6	221768
MYO6	9	170346
MYO7A	3	86977
MYO7B	4	101926
MYO9A	21	292080
MYO9B	4	137514
MYO10	12	274370
MYOC	0	17267
MYOD1	0	2569
MYOG	0	2910
PPP1R12A	11	161893
ATF1	2	57155
PPP1R12B	23	239868
MYT1	4	90463
NAB1	4	43645
NAB2	0	6583
NACA	0	13116
NAGA	2	12509
ATF3	5	55444
HNRNPM	1	44200
NAIP	6	143554
NAP1L1	3	40067
NAP1L2	1	2574
NARS1	0	21284
NASP	1	34919
ATF4	0	2123
CEACAM6	0	16716
NBL1	1	15227
NUBP1	2	25511
NBN	4	51336
NCAM1	22	317190
NCAM2	34	541885
NCBP1	3	40325
NCF2	1	35360
NCF4	0	17030
NCK1	5	86919
NCL	0	9747
NDN	0	1897
NDP	3	24898
NDUFA1	0	4896
NDUFA2	0	2423
NDUFA3	0	4122
NDUFA4	0	8234
NDUFA5	4	16876
ACLY	0	52094
NDUFA6	1	5359
NDUFA7	0	10097
NDUFA8	2	15761
NEB	15	249149
NDUFA9	2	38457
NDUFA10	2	68031
NDUFAB1	1	15305
NDUFB1	0	5686
NDUFB2	0	9966
NDUFB3	2	14012
ATIC	1	37818
NDUFB4	0	6131
NDUFB5	3	19714
NDUFB6	1	19659
NDUFB7	1	6000
NDUFB8	0	6140
NDUFB9	3	29409
NDUFB10	0	2460
NDUFC1	2	12635
NDUFC2	0	11873
NDUFS1	0	36441
ATM	15	146268
NDUFS2	1	15080
NDUFS3	0	19134
NDUFV1	0	5690
NDUFS4	10	122707
NDUFS5	0	8342
NDUFS6	0	14672
NDUFS8	1	6031
NDUFV2	3	31716
RERE	15	465236
NDUFV3	1	30020
DRG1	2	34634
NEDD4	10	166714
SEPTIN2	3	38719
RPL10A	0	2381
NEDD9	7	199051
ATOH1	0	1065
SUMO1P3	0	1206
LRRC18	0	4752
NEFH	1	11097
NELL1	66	906113
NEFL	0	5915
ATOX1	1	15828
NEK1	19	219358
NEK2	1	17374
NEK3	0	27218
NELL2	24	405654
NEO1	21	252723
NEU2	0	2386
ATP1A1	1	32393
NEUROD1	0	4560
NEUROD2	0	4155
NEUROG1	0	1668
NF1	18	286961
ATP1A2	0	27855
NF2	3	95045
NFATC1	4	133552
NFATC2	8	175877
NFIA	26	385515
NFATC3	4	144509
NFATC4	1	12666
NFE2L1	0	13222
ATP1A3	0	27695
NFE2L2	8	162389
NFIB	27	317141
NFIL3	1	14818
NFIX	0	103027
ATP12A	1	31375
NFKBIA	1	3245
NFKBIB	0	9195
NFKBIE	0	7623
TONSL	0	15650
NFRKB	1	31821
NFX1	3	80738
ACO1	9	66232
NFYA	0	29440
NGF	0	52321
NGFR	0	19728
NHLH1	0	5778
NHLH2	0	4749
SNU13	0	14977
ATP1B1	3	26014
NID1	2	89350
NINJ1	0	12800
NINJ2	3	99294
NIT1	0	7374
NKG7	0	1087
ATP1B2	0	6836
NKTR	3	48087
NKX2-2	0	3005
NKX6-1	0	4952
NNAT	0	2484
NMB	0	3443
NMBR	0	13192
NME1	0	8554
NME2	0	6310
NME3	0	1390
NME4	0	4030
NMT1	0	47703
NNMT	3	54686
NODAL	0	9774
NOP2	0	11463
NONO	1	17977
NOS1	10	153661
NOS2	7	136618
NOS3	0	23544
CNOT2	7	112000
CNOT4	17	148329
NOTCH1	0	51343
NPY	0	7678
NOTCH2	12	158142
CCN3	0	8127
NOVA1	9	151872
NOVA2	1	33887
FXYD2	0	8018
PNP	1	8628
NPAS1	2	25917
NPAS2	11	176675
NPAT	6	65247
NPC1	5	58219
NPHP1	4	81726
NPHS1	1	26622
NPM1	1	23181
ATP2A1	0	26022
NPPA	1	2074
NPPB	0	1472
NPPC	0	4234
NPR1	1	15305
NPTX1	2	9772
NPTX2	0	12585
NPY6R	1	9558
NPY5R	0	7996
ATP2A3	3	40596
SLC11A2	2	48493
NRAS	1	12431
NRCAM	22	308771
NRDC	9	89744
NRF1	7	145368
ACR	0	7076
ATP2B1	5	68019
NRGN	0	7274
NRL	4	34908
NRTN	0	4518
NT5E	5	46208
NTF3	3	63186
NTF4	0	9716
ATP2B2	11	384010
NTHL1	0	8052
NTRK2	15	355040
NTN3	0	2647
ROR1	27	407490
ROR2	15	387072
DDR2	16	148020
NTS	0	8698
NTSR1	0	53935
GEMIN8P4	0	1702
PPDPFL	1	21748
IGIP	0	2871
NUCB1	1	23234
NUCB2	6	89635
NUMA1	2	77663
NUP88	2	33714
ATP2B4	11	117295
NVL	2	102856
RABGEF1P1	0	63917
OAS1	2	25252
HCG11	0	5679
CISD2	0	23829
CCDC73	14	192579
EID3	0	1473
GPX8	0	7146
OAS2	1	33255
TMEM9B-AS1	0	11609
RNASE12	0	743
PHOSPHO2	0	7255
OAS3	1	34806
RBMXL1	0	13505
SPANXN1	0	8622
SPANXN2	1	9462
NFYCP2	0	1340
CHAC2	0	7359
FBXO47	0	30971
SPANXN5	0	1203
OAT	1	21674
TBC1D25	0	22923
MIR375	0	64
MIR376A1	0	68
MIR379	0	67
MIR380	0	61
MIR381	0	75
MIR382	0	76
MIR383	0	73
MIR384	0	88
MIR424	0	98
MIR425	0	87
RNF165	6	134011
PJVK	0	9948
WEE2	1	22919
CFAP95-DT	1	1335
OAZ1	0	3968
OAZ2	0	15690
OCA2	9	344436
ATP4A	0	13466
OCM2	1	5404
OCRL	5	52279
ODC1	1	7946
ODF1	2	9398
OMD	1	10310
ATP4B	0	9392
OGDH	5	102549
OGG1	0	16726
OGN	0	20689
FLJ25758	0	1463
TIFAB	0	3532
CLEC18B	0	13121
BDNF-AS	17	191320
C18orf61	1	23932
OLR1	1	13892
OMG	1	2713
OMP	0	492
OPA1	9	104668
LINC00293	0	14900
C18orf32	1	6097
OPCML	79	1117529
ATP5F1A	0	20090
TNFRSF11B	0	28588
OPHN1	16	391114
OPRD1	5	51555
ZBTB21	0	23557
SCAPER	44	557218
WRAP73	2	19341
OPRK1	0	25919
CRNN	0	5032
CLDN20	0	12536
OPRL1	0	20526
OPRM1	24	236371
SIX6	0	2588
OR1D2	0	939
OR1F1	0	939
OR2C1	0	1036
OR3A1	0	948
ORC1	0	31643
ORC2	2	53531
ACO2	2	59865
ORC4	3	91208
ORC5	5	81708
SLC22A18	0	25526
SLC22A18AS	0	15849
ORM2	0	3468
OSBP	3	41747
OTC	9	68968
ALDH7A1	3	53550
OTX1	0	7775
OTX2	0	9770
OVOL1	0	10186
OXA1L	0	5268
OXCT1	8	140625
OXT	0	897
OXTR	2	19206
P2RX1	0	20076
P2RX3	0	31709
P2RX4	2	24246
P2RX5	0	23177
P2RX7	4	53733
P2RY1	0	3108
P2RY2	0	24130
P2RY11	0	3868
P4HA1	3	89753
P4HB	0	17511
MS4A13	3	27306
A1BG-AS1	0	7433
SPRN	0	3952
RGMB-AS1	0	3467
ARGFX	1	22692
PA2G4	0	9592
LOH12CR2	0	1660
PEBP1	0	9521
DPRX	1	4954
DUXA	0	15763
OR8U8	38	365461
PABPC3	0	2429
FURIN	0	14803
PAFAH1B1	5	91987
SMARCAL1	3	70638
G0S2	0	1066
PLA2G3	0	5677
MINK1	0	64722
PAFAH1B2	2	33890
PAFAH1B3	1	5768
DUOX2	1	21508
NOX4	24	265258
NOX3	4	60536
COL5A3	0	50911
PAFAH2	0	38391
SYCP3	0	10825
PRDX1	0	11856
PAH	7	79278
SERPINE1	0	12178
SERPINB2	4	29817
ATP5F1B	0	7894
IL20	0	3415
UBQLN3	0	2624
IL21R	3	49881
IL22	1	5361
CUZD1	0	5941
ZFTRAF1	0	15717
GEMIN4	0	7841
PAK3	18	276661
CALY	0	11548
ANO7	0	36868
PALM	2	39378
PNPLA8	6	57740
ARHGEF4	5	132051
ARHGEF3	24	351891
SLC45A1	1	19838
PCA3	1	23112
PAM	18	165282
CNTN3	23	258622
REG3A	0	2749
PAPPA	18	248530
DCAF8	5	69437
PARN	6	194572
PAWR	11	99046
PAX1	0	12828
PAX2	3	84231
PAX5	5	195946
KCNK4	0	13447
MYEF2	0	38930
IRX4	0	9753
ASAP1	22	391556
AK3	2	32487
PAX7	3	117861
HDGFL3	4	69967
COPS7A	0	7892
NSDHL	1	38397
PDCL	0	10560
PAX9	0	20239
TAS2R4	0	900
TAS2R16	0	996
TAS2R1	0	1355
TAS2R9	0	1075
TAS2R7	1	1096
TAS2R14	1	954
DHH	0	5397
F11R	1	43774
TRAT1	6	32084
VILL	0	19147
PARD6A	0	1831
CLEC4A	0	14976
